4,5,咬人狗坑登山步道(三汀山),https://www.google.com/maps/place/?q=place_id:ChIJbw3IHpoiaTQRceETG5KtVSs,咬人狗坑第二步道
12,6,鯉魚山親山步道,https://www.google.com/maps/place/?q=place_id:ChIJg8RfpvusQjQR0BOk4b6q8vc,峰碧山圓覺寺
1,9,錐麓古道,https://www.google.com/maps/place/?q=place_id:ChIJL3xtfgmDaDQRfb-c5c_e0dw,錐麓古道
1,10,頂山石梯嶺步道,https://www.google.com/maps/place/?q=place_id:ChIJF4nfAmetQjQRe1JAfhYOmkE,頂山石梯嶺步道
7,12,南仁山生態步道,https://www.google.com/maps/place/?q=place_id:ChIJL3Woxl-ycTQRAE9d41knzco,龍坑生態保護區
12,30,忘憂谷步道,https://www.google.com/maps/place/?q=place_id:ChIJR3oKC51FXTQRV7n_bJH8yjI,深澳岬角(象鼻岩景觀區)
5,31,圓山水神社步道,https://www.google.com/maps/place/?q=place_id:ChIJvSndIK-uQjQRkxK5E0SSCkA,劍潭山
1,32,狗殷勤古道,https://www.google.com/maps/place/?q=place_id:ChIJn4qMNpitQjQRmFr-ZpJ11tA,狗殷勤步道 | 尾崙水圳
1,33,翠山步道,https://www.google.com/maps/place/?q=place_id:ChIJFS7opaytQjQRAfXGzI9AlPo,翠山步道
5,34,劍潭山親山步道,https://www.google.com/maps/place/?q=place_id:ChIJaUI2266uQjQR3qYBMILJGXs,劍潭山親山步道拓印亭
1,35,大崙頭尾山親山步道,https://www.google.com/maps/place/?q=place_id:ChIJ2S62qgGtQjQRp4DHpwjGhdI,大崙頭山
1,36,坪頂古圳親山步道,https://www.google.com/maps/place/?q=place_id:ChIJD6qy852tQjQRo9qCS0u_GDo,坪頂古圳
6,37,台大椰林步道,https://www.google.com/maps/place/?q=place_id:ChIJCSiFh4apQjQRBuQ_YPVU8y4,健行筆記
10,38,福州山步道,https://www.google.com/maps/place/?q=place_id:ChIJ7yR7YT-qQjQR65dWFERy8Jo,中埔山登山步道口
4,39,中埔山步道,https://www.google.com/maps/place/?q=place_id:ChIJyVaR0j6qQjQRAk-DeASV22s,中埔山東峰
3,40,劍南山步道,https://www.google.com/maps/place/?q=place_id:ChIJFxw7ExesQjQRtq2B40oOyVw,劍南山夜景
